,Factor1,Factor2,Factor3
5588-bus,-0.41,0.05,-0.46
5701-bus,-0.15,0.08,-0.56
11389-bus,-1.29,-0.10,0.71
12505-bus,0.01,-0.23,0.33
12496-bus,0.53,-0.17,-0.05
12488-bus,0.69,-0.14,-0.20
2939-bus,0.30,0.02,-0.56
12355-bus,0.45,-0.03,-0.44
12418-bus,0.54,-0.07,-0.36
12356-bus,0.34,-0.03,-0.41
10160-bus,0.21,0.04,-0.58
12368-bus,0.29,-0.04,-0.37
9180-bus,-0.10,-0.30,0.52
7094-bus,-0.34,0.45,-1.68
10553-bus,-1.54,-0.20,0.56
2921-bus,0.74,0.29,-0.53
9802-bus,0.61,-0.34,0.39
10845-bus,-0.16,-0.27,0.50
10132-bus,0.70,0.25,-0.33
10981-bus,-0.30,-0.12,-0.04
5936-bus,-0.12,-0.42,0.64
9879-bus,1.22,-0.09,-0.54
11380-bus,-1.33,0.18,-0.11
7448-bus,0.06,0.13,-0.36
7022-bus,-0.14,0.50,-1.78
7502-bus,-0.42,-0.13,0.07
5243-bus,0.47,-0.19,-0.28
6241-bus,-0.71,0.15,-0.52
6368-bus,0.99,-0.36,0.40
11750-bus,1.33,-0.11,-0.54
5642-bus,-0.69,0.11,-0.57
6376-bus,0.74,-0.19,-0.44
7616-bus,0.36,0.05,-1.11
10510-bus,-1.07,-0.03,0.12
9744-bus,0.55,-0.54,1.00
6580-bus,0.73,-0.25,-0.12
6562-bus,1.05,-0.38,0.06
9795-bus,0.69,-0.47,0.75
11418-bus,-0.03,0.24,-0.50
10489-bus,-0.51,-0.01,-0.29
6324-bus,0.88,-0.18,-0.50
10029-bus,0.25,0.12,0.12
7602-bus,0.46,0.04,-1.13
6265-bus,-0.45,0.12,-0.62
3648-bus,0.45,-0.08,-0.52
8471-bus,-0.30,-0.24,0.19
6311-bus,0.50,-0.07,-0.35
6662-bus,-0.65,0.43,-0.79
6113-bus,-0.78,0.58,-1.58
529-train,1.32,-0.07,-0.57
10110-bus,0.22,-0.17,0.00
10107-bus,0.22,-0.13,-0.11
5705-bus,-0.68,0.05,-0.40
5985-bus,-0.49,0.15,-0.89
9994-bus,0.58,-0.15,-0.13
10089-bus,0.57,-0.21,0.00
5761-bus,1.07,-0.12,-0.43
4726-bus,-0.30,-0.25,0.25
7028-bus,-0.29,0.47,-1.75
6085-bus,0.23,-0.48,0.64
8652-bus,-0.17,-0.01,0.02
5753-bus,0.89,-0.07,-0.48
3705-bus,-0.22,-0.16,0.07
6916-bus,1.01,-0.22,-0.17
10039-bus,0.67,-0.25,0.13
8367-bus,0.32,-0.07,-0.19
11372-bus,-0.69,0.24,-0.55
7266-bus,-0.19,-0.23,0.38
8022-bus,0.44,-0.43,0.45
7132-bus,0.24,-0.16,-0.25
9203-bus,0.39,-0.05,-0.76
11365-bus,-0.94,0.39,-0.90
8544-bus,0.35,0.11,-1.16
9097-bus,0.25,-0.01,-0.88
10009-bus,-0.51,0.04,-0.02
8967-bus,-0.21,0.02,-0.79
9248-bus,0.28,-0.03,-0.68
10026-bus,0.68,-0.31,0.29
7010-bus,-0.13,0.48,-1.82
6122-bus,-0.62,0.57,-1.67
5667-bus,-0.40,-0.17,-0.07
5297-bus,-0.16,0.30,-1.02
4488-bus,-1.23,0.36,-1.31
8328-bus,0.40,-0.25,0.00
8464-bus,-0.13,-0.10,0.07
6298-bus,0.92,-0.15,-0.55
6192-bus,0.30,-0.37,0.38
8502-bus,0.69,0.01,-1.01
8878-bus,-0.42,0.02,-0.73
5759-bus,-0.42,-0.05,-0.26
6168-bus,0.72,-0.52,0.59
10795-bus,0.40,0.31,-1.46
10100-bus,0.36,0.16,0.07
9251-bus,0.25,-0.05,-0.68
9915-bus,0.54,-0.45,0.77
8772-bus,-0.43,0.01,-0.70
10706-bus,-0.22,-0.09,-0.01
5774-bus,-0.49,-0.04,-0.24
8387-bus,0.51,-0.26,0.15
8740-bus,-0.71,-0.02,-0.49
10801-bus,0.39,0.40,-1.76
6508-bus,-0.50,-0.14,-0.10
6302-bus,0.13,-0.23,0.32
9805-bus,0.44,-0.60,1.21
8532-bus,0.20,0.19,-0.53
8713-bus,-0.76,-0.07,-0.33
3654-bus,1.39,0.03,-1.18
5771-bus,-0.39,-0.03,-0.32
3595-bus,0.25,-0.11,-0.33
9728-bus,0.60,-0.53,0.95
6358-bus,-0.18,0.16,-0.93
5842-bus,0.09,-0.03,-0.50
5869-bus,1.21,-0.19,-0.44
5803-bus,0.84,-0.01,-0.88
6992-bus,-0.24,0.48,-1.79
8733-bus,1.70,0.24,-1.56
6246-bus,-1.21,0.18,-0.42
6262-bus,0.97,-0.14,-0.65
5806-bus,0.59,0.08,-0.89
5872-bus,-0.21,-0.06,-0.30
7254-bus,-1.20,-0.60,1.58
3520-bus,-1.26,-0.05,0.02
5809-bus,0.83,0.13,-1.10
5536-bus,0.70,0.27,-1.16
5275-bus,0.36,-0.19,0.08
11431-bus,-0.79,0.44,-1.15
9998-bus,0.05,-0.15,-0.18
6696-bus,0.37,-0.36,0.22
9147-bus,-0.22,-0.16,0.25
8351-bus,0.35,-0.25,0.16
8611-bus,-0.72,-0.26,0.24
8529-bus,-1.02,-0.30,0.48
471-train,0.31,-0.29,0.03
8283-bus,0.30,-0.20,-0.01
8896-bus,0.21,-0.25,-0.02
588-train,-0.79,-0.09,0.14
6448-bus,0.31,-0.24,-0.01
6277-bus,-0.56,-0.20,0.02
5310-bus,0.41,-0.27,-0.06
8016-bus,-0.26,0.23,-0.03
8369-bus,1.06,-0.30,0.20
11341-bus,-0.77,0.36,-1.20
11780-bus,1.32,-0.09,-0.52
10756-bus,-0.34,0.05,-0.36
5795-bus,-0.21,0.00,-0.46
5786-bus,0.68,0.03,-0.92
11374-bus,-1.28,0.56,-1.25
6221-bus,0.47,-0.16,0.00
3720-bus,0.15,-0.10,-0.05
5829-bus,0.38,-0.38,0.53
9952-bus,1.13,-0.49,0.65
9921-bus,0.87,-0.47,0.71
6705-bus,-0.02,-0.51,0.82
5847-bus,-0.22,-0.36,0.72
7347-bus,-0.09,-0.36,0.70
3592-bus,1.28,-0.04,-0.93
5626-bus,0.09,0.16,-0.71
10790-bus,-0.12,0.29,-1.17
5868-bus,0.29,-0.26,0.22
5298-bus,0.50,-0.25,-0.13
8208-bus,-0.28,-0.15,0.03
10750-bus,0.38,0.06,-0.71
5153-bus,0.37,-0.21,-0.25
9654-bus,0.16,-0.13,-0.02
8924-bus,0.29,-0.23,-0.06
9908-bus,0.19,-0.12,-0.30
6191-bus,0.06,-0.18,0.27
11966-bus,-0.04,-0.03,0.00
8309-bus,0.68,-0.07,-0.78
10778-bus,0.33,0.25,-1.23
11227-bus,0.68,-0.36,0.51
11608-bus,0.82,0.11,-1.25
10786-bus,-0.11,0.29,-1.16
9813-bus,0.38,-0.61,1.32
8418-bus,-0.58,-0.22,0.12
11236-bus,0.87,-0.27,0.18
3693-bus,-0.01,0.18,-0.35
7855-bus,0.08,-0.32,0.21
7658-bus,0.30,-0.31,0.08
10003-bus,0.69,0.06,-0.75
9716-bus,0.34,-0.29,0.38
6458-bus,-0.80,-0.86,2.54
5784-bus,-1.01,0.24,-0.59
3673-bus,-0.40,0.22,-0.24
535-train,1.26,-0.12,-0.52
5627-bus,-0.33,0.14,-0.76
6039-bus,1.25,-0.11,-0.82
10103-bus,1.08,0.01,-0.74
3700-bus,0.58,-0.04,-0.68
8310-bus,0.39,-0.21,-0.03
6706-bus,0.34,-0.39,0.32
5757-bus,-0.67,0.38,-1.16
3499-bus,-0.17,-0.07,-0.36
10111-bus,0.05,-0.18,-0.13
10727-bus,-0.63,-0.02,-0.03
5636-bus,0.10,-0.21,0.36
9647-bus,0.23,-0.33,0.34
5179-bus,0.01,0.06,-0.87
3533-bus,1.26,-0.01,-1.07
3527-bus,0.81,-0.04,-0.82
8995-bus,-0.45,0.09,0.05
6482-bus,-0.44,-0.43,1.15
7946-bus,0.87,-0.17,-0.26
5345-bus,0.02,-0.12,0.04
5551-bus,-0.24,0.61,-1.82
11978-bus,0.02,-0.05,0.03
5285-bus,0.96,0.18,-1.28
9822-bus,0.22,-0.68,1.56
5641-bus,-0.67,0.23,-0.83
9828-bus,0.81,-0.72,1.46
5213-bus,0.95,-0.06,-0.84
5324-bus,1.52,0.25,-1.59
9019-bus,-0.18,0.04,-0.03
7038-bus,0.19,-0.11,-0.33
3530-bus,0.83,0.04,-1.06
7000-bus,0.25,-0.03,-0.51
7011-bus,0.99,-0.11,-0.41
6433-bus,1.12,-0.32,-0.06
5689-bus,-0.44,0.14,-0.71
7869-bus,0.56,-0.32,0.23
11806-bus,-0.99,-0.29,0.60
5270-bus,0.90,0.07,-1.13
12346-bus,-0.09,0.09,-0.47
12317-bus,-0.07,0.14,-0.59
10240-bus,-0.78,-0.14,0.09
3470-bus,-0.51,-0.10,-0.16
9811-bus,0.16,-0.75,1.80
6668-bus,0.42,0.29,-0.72
7048-bus,0.82,-0.16,-0.31
8852-bus,0.28,-0.42,0.67
4786-bus,-1.07,0.35,-1.13
10074-bus,-1.42,0.11,0.09
10157-bus,-0.27,0.12,-0.43
12341-bus,-0.16,-0.12,0.04
5648-bus,-0.49,0.17,-0.77
5670-bus,-0.67,0.54,-1.62
6564-bus,-0.44,-0.17,-0.06
6509-bus,0.03,-0.37,0.79
10998-bus,0.15,-0.31,0.20
8155-bus,-0.17,-0.26,0.23
3628-bus,-0.78,0.26,-0.17
10708-bus,-0.77,-0.08,0.21
7827-bus,-0.39,0.24,-0.35
12371-bus,-0.16,-0.15,0.10
5866-bus,0.16,-0.37,0.42
5822-bus,0.04,-0.37,0.51
6317-bus,0.18,-0.50,1.12
6788-bus,0.48,-0.49,0.58
9768-bus,0.23,-0.83,1.99
4790-bus,-0.70,0.35,-1.28
3718-bus,0.42,0.09,-0.24
4568-bus,0.82,0.29,-1.13
7839-bus,-0.11,0.22,-0.41
7156-bus,0.57,-0.35,0.39
6833-bus,0.69,-0.52,0.63
8802-bus,1.83,0.02,-0.69
9769-bus,-0.12,-0.13,-0.19
8879-bus,0.17,-0.42,0.65
9829-bus,0.42,0.12,-0.69
5912-bus,0.41,-0.17,-0.28
6536-bus,-0.60,-0.34,0.93
6402-bus,-0.53,0.05,-0.51
5908-bus,0.34,-0.17,-0.26
4966-bus,-0.46,-0.21,0.35
5011-bus,-1.06,-0.24,0.68
5096-bus,-0.30,-0.22,0.18
11061-bus,0.13,-0.31,0.22
7032-bus,0.66,-0.28,0.01
10671-bus,-0.26,-0.18,0.47
3341-bus,-1.33,-0.28,0.60
7236-bus,1.16,-0.21,-0.09
8007-bus,-0.16,-0.45,0.76
10113-bus,-0.13,0.03,-0.08
7878-bus,0.48,0.22,-0.62
6575-bus,-0.25,-0.11,0.11
4915-bus,-0.07,-0.36,0.39
5509-bus,0.36,-0.11,0.08
5333-bus,1.08,0.18,-1.42
6569-bus,0.36,-0.21,0.13
637-train,-1.03,-0.22,0.42
10112-bus,-0.07,0.02,-0.05
7250-bus,0.03,-0.29,0.20
3616-bus,-0.86,0.20,0.09
3571-bus,0.08,-0.15,-0.16
12503-bus,-0.31,-0.18,0.14
12463-bus,-0.31,-0.23,0.29
12413-bus,-0.21,-0.24,0.31
9064-bus,0.43,-0.18,-0.25
8609-bus,-0.22,-0.23,0.15
11818-bus,-0.93,-0.20,0.34
4612-bus,0.02,-0.25,0.17
11239-bus,1.01,-0.26,0.10
5807-bus,-1.03,-0.22,0.51
9488-bus,0.67,0.25,-1.45
7589-bus,0.49,-0.50,0.60
7168-bus,-0.10,-0.31,0.27
9361-bus,-0.20,-0.27,0.23
7947-bus,0.28,0.22,-0.41
6685-bus,-0.38,0.03,-0.33
7391-bus,1.03,-0.14,-0.30
6847-bus,-0.18,0.44,-1.70
9356-bus,-0.02,-0.23,0.03
8950-bus,0.39,-0.28,0.56
4913-bus,-0.54,-0.21,0.34
11377-bus,-1.21,0.05,0.22
10649-bus,-0.28,-0.09,0.01
5893-bus,0.29,-0.19,-0.16
6445-bus,-0.03,-0.13,-0.33
6665-bus,0.81,-0.26,-0.04
4832-bus,-1.18,0.58,-1.41
10673-bus,-0.86,-0.15,0.45
10687-bus,0.14,0.06,-0.60
3511-bus,-0.59,0.00,-0.41
10542-bus,-0.33,-0.11,0.31
3609-bus,0.72,-0.09,-0.58
6659-bus,0.43,-0.42,0.62
8708-bus,-0.23,-0.36,0.87
8469-bus,-0.09,-0.23,0.08
4994-bus,0.07,-0.10,-0.28
8687-bus,0.14,-0.12,-0.31
646-train,-0.18,0.42,-1.58
9673-bus,-0.01,-0.11,-0.28
5966-bus,0.92,0.00,-0.75
8292-bus,0.71,-0.24,-0.02
8615-bus,0.67,-0.28,0.34
8486-bus,0.39,-0.34,0.49
8031-bus,-0.30,-0.47,1.00
4882-bus,0.30,0.01,-0.59
4852-bus,0.67,0.17,-1.23
6313-bus,0.39,-0.43,0.44
10923-bus,-0.12,-0.21,0.46
8915-bus,-0.05,-0.35,0.74
6752-bus,1.04,-0.29,-0.12
6989-bus,-0.47,-0.49,0.87
6993-bus,-0.06,-0.33,0.22
6381-bus,-0.61,-0.02,-0.28
9324-bus,-0.14,-0.04,0.01
6945-bus,0.25,-0.46,0.60
6853-bus,-0.34,0.13,-0.65
4831-bus,0.48,-0.04,-0.48
5882-bus,0.32,-0.21,-0.10
6934-bus,0.68,0.39,-1.84
7741-bus,0.26,-0.33,0.42
9605-bus,1.17,-0.22,-0.13
7092-bus,0.24,-0.48,0.64
7567-bus,-0.22,-0.19,0.23
6866-bus,0.22,-0.55,0.77
6892-bus,-0.10,-0.27,0.07
7294-bus,0.00,0.04,0.00
8277-bus,0.94,-0.22,-0.17
8864-bus,0.24,-0.44,0.88
8699-bus,0.55,-0.37,0.54
5335-bus,0.50,0.22,-0.98
6581-bus,0.26,-0.34,0.58
3400-bus,-1.53,-0.22,0.64
6867-bus,-0.18,-0.29,0.14
7233-bus,1.58,-0.19,-0.29
8546-bus,-0.10,-0.14,-0.15
7863-bus,0.01,0.16,-0.30
10961-bus,0.08,-0.07,-0.30
4629-bus,2.55,0.44,-2.22
2954-bus,0.29,-0.53,0.71
8642-bus,0.52,-0.36,0.52
8678-bus,0.03,-0.01,-0.44
6842-bus,0.38,-0.51,0.61
8720-bus,-0.82,-0.10,-0.01
9397-bus,0.52,-0.25,-0.06
6630-bus,-0.54,-0.07,0.04
4861-bus,-1.16,0.58,-1.42
10972-bus,-0.17,-0.08,-0.17
8756-bus,0.19,-0.25,0.03
6500-bus,-0.26,-0.16,0.28
10945-bus,-0.27,-0.13,0.05
11454-bus,0.27,0.52,-1.44
8050-bus,0.25,-0.25,0.03
10676-bus,-0.64,-0.13,0.31
8217-bus,0.73,-0.24,-0.09
6967-bus,-0.04,-0.28,0.09
6837-bus,-0.56,-0.31,0.36
9473-bus,0.90,-0.08,-0.63
5981-bus,1.32,-0.13,-0.79
5659-bus,-0.63,0.23,-0.87
6559-bus,-0.76,-0.01,-0.25
6651-bus,-0.59,-0.05,0.00
5736-bus,-0.49,0.52,-1.65
5833-bus,0.82,-0.05,-0.78
5215-bus,-0.50,-0.40,0.78
7604-bus,0.06,-0.20,0.16
7027-bus,0.27,-0.48,0.66
8747-bus,0.83,-0.36,0.44
9451-bus,0.62,-0.14,-0.35
9695-bus,-0.03,-0.76,1.89
9517-bus,0.94,-0.21,-0.14
10946-bus,-0.94,-0.16,0.39
6452-bus,0.33,-0.24,0.25
11461-bus,0.75,0.65,-2.02
11794-bus,-1.20,0.02,-0.13
5604-bus,-0.92,0.54,-1.49
10918-bus,-0.15,-0.13,0.00
5570-bus,-0.17,0.45,-1.53
7005-bus,0.08,0.05,-0.46
9470-bus,0.94,-0.07,-0.69
5370-bus,-1.69,0.53,-1.16
4716-bus,2.55,0.29,-1.77
9434-bus,0.61,-0.12,-0.42
9455-bus,0.67,-0.10,-0.49
4710-bus,1.80,0.13,-1.09
6933-bus,0.04,-0.17,-0.25
4655-bus,0.30,-0.11,-0.32
9557-bus,1.26,-0.21,-0.24
9036-bus,-0.25,-0.17,0.00
5669-bus,-0.64,0.22,-0.83
6398-bus,0.36,-0.26,0.31
5468-bus,1.11,-0.09,-0.27
6208-bus,0.08,-0.17,0.10
5429-bus,0.73,0.01,-0.41
5197-bus,-0.06,-0.22,0.17
8040-bus,-0.37,-0.47,1.07
6361-bus,0.26,-0.38,0.37
9028-bus,-0.17,-0.09,-0.27
6513-bus,-0.12,-0.50,0.85
577-train,0.33,-0.13,-0.45
9505-bus,0.17,-0.16,0.07
6674-bus,0.29,0.11,-0.08
8067-bus,-0.04,0.20,-0.07
10925-bus,-0.77,-0.17,0.35
8767-bus,0.65,-0.35,0.36
9389-bus,0.61,-0.13,-0.42
6858-bus,-0.63,-0.17,-0.01
9018-bus,-0.11,-0.04,-0.42
5292-bus,0.45,-0.24,-0.16
5560-bus,0.23,-0.18,0.32
6977-bus,1.24,-0.14,-0.48
8298-bus,0.73,-0.29,0.14
6826-bus,-0.66,-0.19,0.04
7555-bus,0.22,0.03,-0.30
8338-bus,-1.09,-0.18,0.25
8409-bus,-0.41,-0.11,-0.15
8362-bus,-0.71,-0.14,0.02
8454-bus,-0.09,-0.02,-0.43
4938-bus,-0.02,-0.13,-0.21
8831-bus,0.32,-0.23,-0.07
7534-bus,0.65,-0.22,0.04
5192-bus,0.09,-0.28,0.29
4889-bus,-1.19,0.58,-1.41
8290-bus,-1.21,-0.26,0.49
12577-bus,0.78,0.20,-0.30
2923-bus,0.61,0.22,-0.20
12716-bus,0.44,0.12,-0.34
12532-bus,0.60,0.29,-0.44
12664-bus,0.40,0.15,-0.27
10916-bus,0.11,-0.15,-0.08
7336-bus,0.03,-0.33,0.24
4692-bus,1.05,0.08,-0.76
9329-bus,0.01,-0.11,-0.23
8071-bus,-0.01,-0.19,-0.20
8813-bus,0.29,-0.21,-0.14
8116-bus,0.19,-0.20,-0.27
10290-bus,0.73,-0.07,-0.49
5500-bus,0.92,-0.18,0.07
5256-bus,-0.26,0.17,-0.95
5683-bus,-0.28,0.24,-1.03
5247-bus,-0.30,0.13,-0.82
4946-bus,0.50,-0.18,-0.23
8921-bus,-0.84,-0.47,1.32
9341-bus,0.62,-0.14,-0.44
4945-bus,0.45,-0.14,-0.32
9009-bus,-0.23,0.00,-0.45
8088-bus,-0.26,-0.48,1.05
4960-bus,-0.65,-0.24,0.39
10889-bus,-0.23,-0.18,0.15
4981-bus,-0.24,-0.23,0.18
4656-bus,2.60,0.37,-1.99
7056-bus,0.83,0.14,-1.09
9090-bus,0.43,-0.10,-0.09
6292-bus,-0.05,0.26,-1.16
5165-bus,1.01,-0.25,-0.18
4623-bus,0.72,0.14,-0.91
5220-bus,0.00,0.00,-0.58
9295-bus,-0.25,-0.08,-0.36
8735-bus,-0.42,-0.29,0.79
6750-bus,-0.35,-0.16,-0.15
10664-bus,-0.61,-0.14,0.34
4904-bus,-1.19,0.58,-1.40
5507-bus,-0.03,0.54,-1.76
4998-bus,0.33,-0.09,-0.46
8711-bus,-0.83,-0.27,0.83
8349-bus,-0.92,-0.26,0.40
8097-bus,-0.42,-0.43,1.04
5454-bus,-1.69,0.49,-1.03
7197-bus,0.60,-0.30,0.29
7153-bus,0.24,-0.08,-0.17
9076-bus,0.94,-0.14,-0.57
5404-bus,-0.77,-0.26,0.32
7166-bus,-0.10,-0.28,0.16
6357-bus,0.24,-0.34,0.34
9448-bus,0.59,-0.10,-0.23
7127-bus,-0.37,-0.11,0.12
10900-bus,0.10,-0.14,-0.10
7063-bus,0.10,0.02,-0.36
8301-bus,1.06,-0.15,-0.17
7406-bus,0.53,-0.20,0.11
4952-bus,0.35,-0.22,-0.07
8627-bus,-0.39,-0.24,0.57
9060-bus,-0.05,-0.05,0.23
3732-bus,0.71,0.02,-0.35
6363-bus,0.74,-0.28,-0.02
4644-bus,1.53,0.26,-1.32
5211-bus,0.00,0.02,-0.64
6523-bus,-0.08,-0.24,-0.02
9657-bus,0.94,-0.26,-0.16
5465-bus,-1.03,-0.28,0.51
5369-bus,0.01,-0.10,-0.40
6600-bus,0.60,0.39,-1.30
6524-bus,0.43,-0.14,0.43
7437-bus,0.26,-0.34,0.53
7802-bus,-0.18,0.28,-0.61
8492-bus,-0.40,-0.25,0.59
4828-bus,0.87,0.54,-2.31
6454-bus,-0.04,-0.28,0.10
5400-bus,-1.70,0.53,-1.15
8762-bus,0.12,-0.37,0.74
4729-bus,-1.15,0.49,-1.39
8121-bus,-0.45,-0.30,0.76
10311-bus,0.72,-0.03,-0.56
7061-bus,-0.52,-0.44,0.75
9100-bus,0.38,-0.16,-0.36
9708-bus,0.53,-0.55,1.01
5401-bus,0.11,0.07,-0.70
4794-bus,1.75,0.18,-1.18
6136-bus,0.99,-0.10,-0.46
8000-bus,0.07,-0.18,0.05
8054-bus,0.01,-0.17,0.03
6076-bus,0.84,-0.06,-0.50
8056-bus,0.04,-0.24,0.24
5567-bus,0.59,0.50,-1.95
6556-bus,0.06,0.45,-1.30
4836-bus,0.63,0.05,-0.48
8003-bus,0.08,-0.21,0.12
6545-bus,0.27,-0.14,0.53
6010-bus,1.10,0.00,-0.75
8856-bus,0.49,-0.26,0.44
5202-bus,-0.25,0.02,-0.55
4635-bus,0.75,0.16,-0.93
8998-bus,0.74,-0.05,-0.33
12588-bus,0.14,-0.20,0.18
7726-bus,0.26,-0.31,0.37
4785-bus,1.18,0.05,-0.59
5325-bus,-1.34,0.43,-1.21
5566-bus,0.57,0.47,-1.88
5973-bus,0.23,-0.38,0.57
6947-bus,0.46,-0.04,0.30
7927-bus,0.01,-0.21,0.14
4863-bus,0.38,-0.01,-0.65
8806-bus,0.99,-0.15,0.05
4884-bus,0.37,-0.01,-0.69
8408-bus,-0.24,-0.02,-0.27
7222-bus,0.42,-0.41,0.33
8618-bus,-0.17,-0.23,0.53
5994-bus,0.31,-0.34,0.42
4888-bus,-0.82,-0.03,0.12
8543-bus,0.28,-0.18,0.09
8262-bus,-0.12,-0.24,0.47
7445-bus,0.02,0.45,-1.33
7744-bus,0.31,-0.32,0.38
8707-bus,0.33,-0.20,0.02
10569-bus,0.48,-1.02,2.52
8174-bus,0.21,-0.20,-0.09
7872-bus,0.33,0.11,-0.30
9046-bus,0.16,-0.20,-0.06
10652-bus,-0.77,-0.17,0.46
7875-bus,0.23,-0.27,0.09
5196-bus,-0.29,0.02,-0.52
6941-bus,0.50,-0.03,0.25
7159-bus,0.62,0.11,-0.36
7015-bus,1.17,-0.19,-0.28
9456-bus,0.29,-0.64,1.50
8327-bus,-0.43,-0.30,0.29
7759-bus,0.73,-0.30,0.19
7778-bus,0.54,-0.30,0.27
5371-bus,0.01,-0.09,-0.49
6591-bus,0.46,0.29,-1.01
7332-bus,0.06,-0.33,0.62
8421-bus,-0.85,-0.32,0.57
5488-bus,0.16,-0.18,-0.27
8416-bus,0.13,0.03,-0.13
6198-bus,0.54,-0.43,0.38
8220-bus,-0.42,0.22,0.08
8371-bus,-0.21,-0.29,0.20
8425-bus,0.19,0.03,-0.25
8296-bus,-0.03,-0.26,0.02
6238-bus,0.77,-0.42,0.33
8780-bus,0.27,-0.39,0.73
7805-bus,-0.99,-0.32,0.87
7341-bus,-0.23,-0.15,0.16
9004-bus,-0.92,0.21,-1.09
7796-bus,0.88,-0.29,0.09
4942-bus,-0.80,-0.23,0.43
8237-bus,-0.03,-0.22,-0.12
8765-bus,0.03,-0.38,0.81
5300-bus,1.21,-0.10,-0.45
5504-bus,0.80,-0.17,0.08
6914-bus,0.30,-0.47,0.51
7157-bus,-0.07,-0.16,0.13
7086-bus,0.24,-0.01,-0.31
5172-bus,-0.13,0.16,-1.01
11013-bus,-0.18,-0.27,0.52
8523-bus,0.24,0.09,-0.36
6109-bus,0.47,-0.51,0.66
7244-bus,0.49,-0.43,0.39
7506-bus,1.70,-0.09,-0.99
9663-bus,0.18,-0.53,1.10
4949-bus,-1.01,0.58,-1.49
9162-bus,-1.06,0.10,-0.71
7085-bus,-0.58,0.53,-1.40
9751-bus,-0.52,-0.34,0.94
8209-bus,-0.03,-0.14,-0.11
5299-bus,0.79,-0.11,-0.28
6830-bus,0.66,-0.45,0.39
6418-bus,1.08,-0.37,0.11
9715-bus,0.08,-0.64,1.37
10547-bus,-0.89,-0.07,0.11
3603-bus,-0.26,0.18,-0.19
10651-bus,0.20,-0.13,-0.03
11035-bus,-0.64,-0.14,-0.02
8179-bus,0.10,-0.17,-0.24
3663-bus,-0.26,-0.17,0.02
6857-bus,-0.13,-0.53,1.02
6845-bus,0.60,-0.43,0.33
5528-bus,0.51,0.52,-1.97
3676-bus,0.23,-0.09,-0.40
8738-bus,-0.01,-0.18,-0.09
7068-bus,0.32,0.02,-0.30
8224-bus,0.03,-0.06,-0.32
11291-bus,-0.39,-0.20,0.08
9536-bus,-0.15,-0.09,0.33
9548-bus,0.56,-0.01,-0.12
8988-bus,0.24,-0.06,0.23
11296-bus,-0.33,-0.20,0.08
5562-bus,-0.96,0.54,-1.48
5405-bus,-0.77,-0.27,0.38
11293-bus,-0.34,-0.20,0.08
9230-bus,0.11,-0.09,-0.23
5203-bus,0.47,-0.21,0.06
7024-bus,0.00,0.00,-0.48
7337-bus,0.18,0.08,-0.05
8511-bus,0.64,0.02,-0.44
8112-bus,-0.34,0.20,0.09
9765-bus,0.03,-0.04,-0.04
7045-bus,1.15,-0.18,-0.29
7119-bus,0.34,0.26,-0.54
6953-bus,-0.19,0.01,0.40
6028-bus,0.63,-0.39,0.23
7980-bus,-0.99,-0.34,1.08
7090-bus,0.69,0.00,-0.39
6688-bus,0.59,-0.38,0.30
9853-bus,0.50,0.11,-0.75
5287-bus,0.64,-0.14,-0.12
8068-bus,-0.03,0.12,-1.16
6747-bus,0.47,-0.43,0.52
8059-bus,-0.07,0.15,-1.22
7614-bus,0.19,-0.19,0.14
4934-bus,-0.40,-0.07,-0.21
7508-bus,-0.19,-0.31,0.58
7622-bus,-0.03,-0.23,0.37
484-train,1.07,-0.20,-0.63
7631-bus,-0.38,-0.22,0.52
6309-bus,0.33,-0.47,0.59
6451-bus,0.94,-0.21,-0.54
5267-bus,0.57,-0.19,0.02
6654-bus,0.34,-0.19,-0.35
7064-bus,-0.55,0.61,-1.67
3741-bus,-0.54,0.14,0.07
6928-bus,0.35,0.11,-0.82
8807-bus,-0.25,-0.35,0.85
7386-bus,-0.05,-0.29,0.16
7536-bus,0.52,-0.31,-0.02
7399-bus,-0.21,-0.31,0.27
8929-bus,0.97,-0.05,-0.90
4764-bus,2.15,0.27,-1.56
6606-bus,0.36,-0.21,-0.29
3717-bus,-0.92,0.05,-0.29
8427-bus,0.37,-0.08,-0.18
5970-bus,-0.24,-0.11,-0.25
5538-bus,-0.98,0.54,-1.48
8412-bus,-0.27,-0.01,0.00
3754-bus,-0.60,0.08,0.27
6043-bus,0.68,-0.39,0.22
10350-bus,0.21,0.07,-0.44
9506-bus,0.59,-0.12,-0.18
7103-bus,0.37,0.29,-0.62
10347-bus,0.07,0.05,-0.32
5432-bus,0.25,-0.10,-0.57
8888-bus,-0.12,-0.45,1.03
5411-bus,-0.26,-0.11,-0.31
7635-bus,-0.14,-0.21,0.39
6321-bus,0.95,-0.47,0.45
3708-bus,-1.23,0.40,-0.38
5477-bus,0.13,-0.05,-0.62
6074-bus,0.06,0.21,-1.30
8716-bus,1.01,-0.10,-0.41
8386-bus,0.72,-0.07,-0.35
8698-bus,1.14,-0.18,-0.17
8680-bus,1.13,-0.14,-0.27
8770-bus,0.44,-0.18,0.30
8743-bus,1.13,-0.07,-0.66
8719-bus,1.18,-0.15,-0.17
5490-bus,-1.14,0.39,-0.96
8695-bus,1.46,-0.09,-0.50
5791-bus,-0.11,-0.05,-0.35
8776-bus,0.92,-0.18,-0.11
